Step	,episode.rwd	,episode.q	,episode.loss	,epsilon	,time
2925788	,26	,628.724025622	,0.733406310777	0.1	,45871.898699
2927370	,41	,899.527016446	,1.03712301945	0.1	,45896.9899161
2928156	,22	,476.329833254	,0.511471503509	0.1	,45909.1287191
2929299	,29	,666.998028047	,0.747101352703	0.1	,45926.511234
2930024	,19	,433.675370678	,0.474485718805	0.1	,45937.6429911
2930987	,25	,550.100254759	,0.652642714806	0.1	,45952.0047431
2932180	,33	,719.078772068	,0.785143336878	0.1	,45970.55688
2933365	,31	,707.366697662	,0.802340459428	0.1	,45988.9185569
2934465	,29	,651.176635668	,0.708035985546	0.1	,46006.5227809
2935601	,29	,665.540166914	,0.771375639881	0.1	,46023.1798539
2937069	,39	,866.096659042	,0.944588301783	0.1	,46044.9052811
2937995	,22	,530.66540651	,0.593559241155	0.1	,46059.0016589
2939084	,28	,644.427777842	,0.730441016196	0.1	,46076.037945
2940328	,34	,738.432530642	,0.854375493705	0.1	,46095.0112801
2941675	,36	,785.204165637	,0.916854820694	0.1	,46115.139045
2942356	,17	,368.6376286	,0.483282167152	0.1	,46125.515492
2943667	,33	,742.051606014	,0.893820024598	0.1	,46145.2450371
2945114	,36	,829.287952617	,0.95377280438	0.1	,46167.3313429
2946306	,33	,699.992572173	,0.810738505548	0.1	,46185.9658041
2947219	,25	,539.502905004	,0.661197148213	0.1	,46201.2942171
2948434	,33	,723.564790435	,0.809850647136	0.1	,46221.3309729
2949439	,27	,602.673282795	,0.676043356449	0.1	,46238.4152081
2950291	,22	,489.831796914	,0.556819996498	0.1	,46252.488771
2951295	,27	,595.395467386	,0.669283461029	0.1	,46269.2086749
2952232	,26	,558.587192848	,0.593366928981	0.1	,46285.0580721
2953273	,29	,600.169502974	,0.655659323347	0.1	,46301.985101
2954605	,34	,760.006034836	,0.862452444097	0.1	,46325.401181
2955887	,34	,730.727017023	,0.838048797064	0.1	,46345.823293
2957280	,38	,818.833426982	,0.88035407156	0.1	,46368.4116061
2958948	,45	,965.453391023	,1.07023735422	0.1	,46396.063293
2960195	,35	,727.452376224	,0.781783379127	0.1	,46417.047889
2961036	,22	,498.308729254	,0.538376526325	0.1	,46430.6929801
2961821	,19	,456.879167765	,0.49230638671	0.1	,46443.6974709
2962878	,29	,585.194200605	,0.681731026409	0.1	,46459.4460161
2964228	,37	,782.005412266	,0.869219909138	0.1	,46481.2754531
2965235	,26	,586.089508682	,0.612701051039	0.1	,46497.385247
2966284	,28	,592.04293862	,0.651682635951	0.1	,46514.8527369
2967340	,30	,621.821192563	,0.649256834731	0.1	,46532.8574769
2968222	,23	,518.191702873	,0.539619504249	0.1	,46547.3704851
2969916	,44	,964.291460469	,1.03339543997	0.1	,46576.1887989
2971370	,37	,803.218208335	,0.954680189032	0.1	,46599.276561
2972094	,17	,404.854475901	,0.467853187227	0.1	,46611.5907159
2973339	,33	,709.183093548	,0.779921356036	0.1	,46632.2775531
2974589	,34	,725.096643418	,0.828832110041	0.1	,46652.595464
2975577	,26	,561.776474006	,0.635130676812	0.1	,46667.9653659
2976625	,27	,599.494901776	,0.644809905134	0.1	,46684.8637259
2977791	,31	,674.65989168	,0.744721468298	0.1	,46703.722049
2978906	,31	,633.462915123	,0.717505983528	0.1	,46721.8388851
2980116	,32	,699.924991876	,0.762541579184	0.1	,46741.8743939
2981323	,34	,709.827621639	,0.819802757884	0.1	,46761.7128379
2982427	,28	,625.622792229	,0.695662338505	0.1	,46779.438638
2983336	,26	,530.519984037	,0.604431147425	0.1	,46793.7416079
2984760	,39	,821.032076843	,0.921001508192	0.1	,46816.2300191
2985505	,19	,430.957577184	,0.485724497237	0.1	,46828.46784
2985956	,11	,258.992288992	,0.275323607704	0.1	,46835.6833601
2987352	,40	,820.20202741	,0.925886559846	0.1	,46857.4922259
2988144	,20	,449.168884702	,0.51404362938	0.1	,46870.3157661
2989502	,36	,775.543466315	,0.849974828961	0.1	,46891.3441179
2990631	,29	,642.319163136	,0.743742738166	0.1	,46909.814502
2991546	,23	,525.421988063	,0.576380812512	0.1	,46924.4499719
2992906	,36	,798.207525477	,0.854589069393	0.1	,46946.5117691
2994015	,29	,646.018822126	,0.682011394565	0.1	,46964.6195741
2995214	,31	,694.297551006	,0.778017023957	0.1	,46985.027509
2996585	,39	,792.272122242	,0.861045327401	0.1	,47006.2936261
2997440	,24	,512.962555014	,0.536048053655	0.1	,47020.2551601
2998279	,21	,480.850036949	,0.561816438036	0.1	,47032.9233761
2999429	,31	,664.156262532	,0.718959318932	0.1	,47051.9744
3000501	,29	,631.525943443	,0.682798290414	0.1	,47068.957293
3001460	,25	,558.919948824	,0.647104436532	0.1	,47083.9620481
3002532	,30	,642.589151278	,0.698702537862	0.1	,47101.7190249
3003644	,28	,602.709608905	,0.7782472947	0.1	,47120.0426979
3004867	,31	,706.155211702	,0.781537867311	0.1	,47140.5074439
3006259	,36	,808.498358235	,0.872914539068	0.1	,47162.8413751
3007323	,31	,637.578034684	,0.705872460654	0.1	,47179.897445
3008946	,44	,933.610391147	,1.01421068492	0.1	,47205.913949
3010437	,40	,884.221956789	,0.955857114583	0.1	,47231.0872591
3011746	,35	,767.481518403	,0.851656770741	0.1	,47252.884357
3012464	,17	,412.96421665	,0.44552349273	0.1	,47264.560236
3013799	,36	,777.200747982	,0.898584620962	0.1	,47285.4766021
3014614	,19	,470.857078761	,0.519170121668	0.1	,47298.310606
3016202	,43	,920.427949727	,1.03405823818	0.1	,47324.926187
3017041	,22	,492.889202237	,0.535261208934	0.1	,47338.5314691
3018229	,33	,697.504264757	,0.774871135189	0.1	,47358.450793
3019442	,34	,712.840914838	,0.775950120333	0.1	,47378.78023
3020581	,32	,666.574267611	,0.779559089322	0.1	,47398.189712
3022100	,41	,889.635150075	,1.00016702998	0.1	,47423.809175
3022817	,18	,412.293609932	,0.442344987969	0.1	,47435.7931221
3023985	,32	,691.092971779	,0.747543387624	0.1	,47455.174871
3024943	,27	,567.418605536	,0.64566291411	0.1	,47471.2596159
3025626	,18	,406.969248906	,0.455556821675	0.1	,47483.2576201
3026809	,32	,693.473943383	,0.703717856188	0.1	,47503.1671009
3027482	,16	,388.785754502	,0.447592945231	0.1	,47514.9770689
3028295	,20	,470.721511647	,0.517244385162	0.1	,47529.397114
3029617	,36	,772.352951266	,0.858408036722	0.1	,47551.634423
3030512	,23	,533.826955751	,0.585641745361	0.1	,47567.2747769
3031701	,33	,705.414100274	,0.745373202401	0.1	,47586.271414
3032854	,27	,654.16659411	,0.713278351068	0.1	,47604.404146
3033990	,27	,652.596322075	,0.717712548751	0.1	,47622.932981
3034951	,26	,582.47882314	,0.607126768213	0.1	,47638.455508
3036357	,41	,860.912411362	,0.896454752146	0.1	,47661.3097939
3037372	,29	,602.436103746	,0.746663674377	0.1	,47677.176353
3038830	,38	,846.50239858	,0.889376472711	0.1	,47701.4748299
3040029	,30	,705.898756295	,0.760614917635	0.1	,47721.791527
3041442	,37	,818.577880099	,0.844352628483	0.1	,47745.751828
3042658	,32	,719.886011362	,0.717321358694	0.1	,47766.823772
3043989	,40	,802.708587825	,0.794782278725	0.1	,47789.0147891
3044849	,25	,537.031246319	,0.473592011578	0.1	,47803.3936939
3045969	,30	,665.911441118	,0.661391631824	0.1	,47822.224993
3047200	,35	,743.017563567	,0.729702321929	0.1	,47844.097029
3048217	,25	,588.522634469	,0.618036263506	0.1	,47860.6412871
3049161	,24	,563.398187354	,0.539596600363	0.1	,47877.2751501
3050530	,35	,801.768550128	,0.828321174435	0.1	,47900.128006
3051595	,27	,618.112265214	,0.641081834801	0.1	,47918.0229111
3052693	,30	,653.776831836	,0.622042595627	0.1	,47936.1344891
3054199	,42	,858.556948252	,0.881689839909	0.1	,47960.7385399
3055142	,27	,562.973591864	,0.530294698598	0.1	,47976.1315351
3056167	,26	,597.950298414	,0.600116673297	0.1	,47992.044096
3057774	,42	,927.892386273	,0.891316063193	0.1	,48017.7319181
3059349	,43	,925.421994396	,0.914624329838	0.1	,48042.978827
3060525	,31	,688.638508826	,0.701524701974	0.1	,48061.5411611
3061516	,26	,593.995096222	,0.568218532702	0.1	,48076.881891
3062655	,34	,677.457313977	,0.683165335082	0.1	,48094.239465
3063745	,27	,631.0202711	,0.608470939289	0.1	,48111.18455
3064906	,31	,684.844916582	,0.641011273765	0.1	,48129.498611
3065917	,28	,598.458451107	,0.561993991018	0.1	,48146.7424099
3067102	,34	,723.15252234	,0.677577239316	0.1	,48166.1013961
3068286	,30	,684.705861203	,0.694444371045	0.1	,48184.703315
3069401	,30	,658.915308744	,0.654850002633	0.1	,48201.6467221
3070658	,33	,734.689177789	,0.682688077883	0.1	,48221.9735341
3071507	,22	,489.582509205	,0.49218207458	0.1	,48235.8743811
3072962	,39	,859.767334573	,0.804992113794	0.1	,48258.491848
3073775	,23	,498.522051565	,0.44686535887	0.1	,48270.3307419
3074819	,29	,633.882713974	,0.625116872092	0.1	,48286.4126079
3075971	,30	,691.863330707	,0.61190879174	0.1	,48304.8972671
3077115	,29	,663.191889897	,0.622290594474	0.1	,48323.859704
3078107	,25	,581.668854713	,0.57341433868	0.1	,48340.38785
3079079	,25	,568.792301387	,0.544870160382	0.1	,48355.559139
3080358	,37	,778.899176776	,0.70400949147	0.1	,48376.2363851
3081617	,32	,740.318959743	,0.709828179395	0.1	,48397.2755129
3082890	,33	,763.859300256	,0.710691238368	0.1	,48417.2663801
3084250	,36	,810.482870251	,0.77796107695	0.1	,48438.5757301
3085497	,32	,733.28429614	,0.695493950981	0.1	,48458.9295149
3086858	,35	,809.915697426	,0.757099963666	0.1	,48480.651644
3087343	,10	,266.194738135	,0.265220463436	0.1	,48488.7891231
3088359	,25	,584.414765015	,0.556888007719	0.1	,48504.8580179
3089851	,42	,908.587604091	,0.81315019037	0.1	,48527.5666821
3090753	,24	,544.918542266	,0.542860266229	0.1	,48542.0316131
3092111	,34	,802.702810928	,0.783641188813	0.1	,48562.170718
3093253	,31	,695.514785483	,0.635493156951	0.1	,48581.2290521
3094268	,26	,609.189837605	,0.583431425133	0.1	,48597.541955
3095655	,37	,841.29167217	,0.777566290817	0.1	,48619.68716
3096856	,32	,713.388678119	,0.673743522915	0.1	,48639.884233
3097835	,26	,580.244087949	,0.546681200773	0.1	,48656.918776
3098806	,25	,579.272171721	,0.52064656635	0.1	,48673.7204349
3100001	,35	,723.098904334	,0.668413547995	0.1	,48694.6886511
3101424	,38	,855.134761505	,0.868907637698	0.1	,48718.7543249
3102885	,40	,868.536242045	,0.899525828252	0.1	,48744.3904829
3104020	,31	,681.95907221	,0.655851972668	0.1	,48763.4618349
3105362	,39	,808.793334171	,0.819339362068	0.1	,48785.584631
3106753	,35	,821.416647628	,0.828194226917	0.1	,48808.7886529
3107971	,32	,726.799169429	,0.691685096222	0.1	,48828.453644
3109496	,41	,909.798542686	,0.892998596311	0.1	,48854.0826261
3110332	,23	,521.456970513	,0.49113884601	0.1	,48868.0031071
3111269	,25	,559.510392666	,0.561770034139	0.1	,48883.7664869
3112381	,32	,682.270796441	,0.65763547043	0.1	,48901.6014619
3113738	,34	,791.627121672	,0.786120627919	0.1	,48925.3022521
3114920	,32	,700.788151957	,0.691547171351	0.1	,48945.4881461
3116558	,46	,974.24045524	,0.94481860791	0.1	,48973.3101881
3117611	,29	,646.969998665	,0.603347713732	0.1	,48991.0064099
3119009	,38	,827.622158185	,0.786141646473	0.1	,49014.7627571
3120424	,37	,833.958233893	,0.796601515431	0.1	,49037.269757
3121919	,40	,889.449468322	,0.905852101925	0.1	,49061.5686791
3123037	,28	,654.25569696	,0.663767850354	0.1	,49080.5900519
3124391	,37	,808.841845877	,0.821306681792	0.1	,49103.8980551
3125482	,30	,657.664690226	,0.641012993292	0.1	,49121.332979
3126678	,31	,714.378689706	,0.706025932857	0.1	,49141.564791
3127394	,17	,417.069638222	,0.423942833673	0.1	,49153.0764489
3128146	,20	,450.405643895	,0.443441053605	0.1	,49165.685643
3129329	,34	,730.459658682	,0.674661472891	0.1	,49186.940151
3130356	,28	,614.831084177	,0.61474563722	0.1	,49204.340373
3131345	,24	,572.884593144	,0.581322062419	0.1	,49221.4602139
3132885	,44	,896.181390569	,0.904677911698	0.1	,49247.1346431
3134190	,35	,769.384183571	,0.755634115187	0.1	,49269.2932799
3135195	,27	,609.752817482	,0.58745937029	0.1	,49286.8674591
3135895	,16	,391.610847816	,0.39982392652	0.1	,49299.3928909
3137120	,33	,737.384509847	,0.746746053665	0.1	,49320.580317
3138231	,31	,664.135845684	,0.650730306406	0.1	,49339.398773
3139390	,33	,714.072918646	,0.653227851632	0.1	,49359.315321
3140449	,30	,641.482904688	,0.648109543974	0.1	,49377.5090511
3142042	,45	,928.176472895	,0.985278440246	0.1	,49404.7699389
3143259	,32	,718.71979852	,0.749073574843	0.1	,49424.3695741
3144169	,23	,538.683041528	,0.564187288925	0.1	,49439.579191
3145225	,26	,604.785817802	,0.654160603939	0.1	,49457.232094
3146538	,36	,766.280165225	,0.797700017683	0.1	,49479.4197741
3147833	,35	,743.705084443	,0.777134719989	0.1	,49501.754534
3149074	,36	,744.036110468	,0.760972264761	0.1	,49522.669106
3150000	,26	,562.169356041	,0.544178192344	0.1	,49538.4324069
3151452	,37	,848.608728185	,0.938709966955	0.1	,49562.527688
3152404	,25	,572.282322556	,0.618367909956	0.1	,49578.7943311
3153538	,30	,677.866495654	,0.695797423927	0.1	,49597.940609
3154514	,28	,589.410357028	,0.619909073095	0.1	,49614.688098
3155247	,19	,430.808319367	,0.459164393207	0.1	,49626.9019899
3156593	,36	,806.657035857	,0.895563817292	0.1	,49649.183526
3157746	,29	,676.03880541	,0.741939754604	0.1	,49669.0818231
3159047	,35	,776.77711191	,0.815651995821	0.1	,49690.614131
3159611	,14	,333.475637659	,0.35472999081	0.1	,49700.42009
3160407	,20	,465.639542669	,0.517595980476	0.1	,49713.67892
3161887	,38	,885.054467693	,0.967812211165	0.1	,49737.335006
3162761	,23	,513.648578361	,0.548687046045	0.1	,49751.8784821
3164265	,40	,881.915364787	,0.949248207842	0.1	,49776.379458
3165839	,44	,916.287079334	,0.977250414937	0.1	,49803.9450519
3167069	,32	,725.005554795	,0.776092679058	0.1	,49824.762393
3168239	,31	,682.816978633	,0.727744415439	0.1	,49844.8136649
3169112	,23	,524.004314296	,0.548771527014	0.1	,49859.7997279
3170627	,42	,927.21750775	,0.965839475895	0.1	,49886.1084859
3171644	,27	,607.738245048	,0.672122888034	0.1	,49902.406445
3172562	,24	,548.768274248	,0.596043562953	0.1	,49918.258508
3173831	,37	,773.2414665	,0.822050934599	0.1	,49939.9950631
3175292	,38	,876.308878973	,0.929410062512	0.1	,49964.0690141
3176773	,40	,878.782005444	,0.949781066745	0.1	,49989.2849519
3177283	,12	,294.688710883	,0.323882007804	0.1	,49998.3750291
3177999	,20	,439.463415548	,0.472675571989	0.1	,50010.898366
3178907	,25	,550.710461423	,0.53513125774	0.1	,50025.486589
3179984	,29	,634.690701	,0.707696889454	0.1	,50043.324966
3180861	,23	,513.370871186	,0.550692774319	0.1	,50058.437881
3182044	,32	,705.544323564	,0.718509898135	0.1	,50077.0107901
3183489	,42	,859.422407717	,0.901040813987	0.1	,50102.076932
3184443	,26	,585.319525361	,0.586771542738	0.1	,50118.450156
3185698	,34	,728.52471067	,0.779654286416	0.1	,50139.5244429
3186417	,18	,428.457588986	,0.459009397557	0.1	,50152.283458
3187486	,27	,628.634917408	,0.673464200212	0.1	,50170.7308431
3188475	,27	,587.7395873	,0.58919877468	0.1	,50187.9938991
3189887	,39	,842.905165583	,0.858443153833	0.1	,50211.9730189
3190599	,19	,422.281329066	,0.415025810333	0.1	,50224.4483659
3191920	,35	,784.592400432	,0.803389544672	0.1	,50247.033756
3192887	,25	,566.133489326	,0.579307110784	0.1	,50264.3116679
3194417	,38	,879.794934459	,0.91108818166	0.1	,50290.6061471
3195452	,27	,611.073231854	,0.60929316398	0.1	,50307.714422
3196787	,35	,778.24017749	,0.776852382121	0.1	,50330.119647
3198046	,37	,779.201333836	,0.743101817076	0.1	,50350.8539081
3198984	,24	,548.624372169	,0.572705782375	0.1	,50367.007302
3200259	,34	,748.851103283	,0.785321398747	0.1	,50388.6301949
3201634	,36	,803.097905681	,0.868011975916	0.1	,50412.648335
3202750	,31	,673.236978889	,0.679651457736	0.1	,50430.895051
3203384	,14	,356.601925284	,0.386654323374	0.1	,50441.9925261
3204331	,26	,573.796844929	,0.586483528386	0.1	,50458.8134761
3205286	,27	,569.770610079	,0.565820434509	0.1	,50475.619235
3205944	,16	,378.373825938	,0.388344403495	0.1	,50487.3327329
3207170	,34	,730.035534017	,0.740255401164	0.1	,50508.6252711
3208594	,36	,837.181122288	,0.862537819688	0.1	,50532.6023741
3209417	,21	,480.157325223	,0.507734203187	0.1	,50546.597137
3210773	,35	,784.977863945	,0.83511599747	0.1	,50570.0852189
3211787	,26	,588.705984622	,0.628571330584	0.1	,50586.981612
3212794	,26	,586.581221655	,0.587358442295	0.1	,50604.313153
3213659	,22	,499.617765263	,0.533401435896	0.1	,50619.6105771
3214875	,33	,718.243591875	,0.71900469259	0.1	,50639.4563749
3216074	,30	,702.985297807	,0.727978738723	0.1	,50659.341104
3217713	,48	,990.685285337	,0.959934677681	0.1	,50686.84693
3219124	,39	,845.830252424	,0.822235477637	0.1	,50711.035583
3220531	,38	,860.746266231	,0.821723084046	0.1	,50735.3526649
3221784	,35	,736.987754785	,0.734652131701	0.1	,50756.9108601
3223127	,37	,802.32916519	,0.810702038871	0.1	,50780.462924
3224452	,33	,768.677364454	,0.774785403206	0.1	,50803.0532689
3225600	,32	,688.52170749	,0.702356168724	0.1	,50822.8485451
3226758	,33	,704.231593609	,0.660740987492	0.1	,50842.1775639
3227610	,20	,491.943868175	,0.471719483889	0.1	,50856.619771
3228943	,36	,777.033340625	,0.768905044933	0.1	,50880.0191541
3229901	,25	,560.34571211	,0.594303771475	0.1	,50896.025311
3230809	,23	,545.387504011	,0.536259119581	0.1	,50912.592921
3232110	,35	,761.906982467	,0.751799159712	0.1	,50935.556114
3233679	,58	,901.218333647	,0.903974422778	0.1	,50962.0557189
3234831	,31	,689.248440161	,0.684138706682	0.1	,50981.623683
3235573	,18	,428.23557125	,0.438568753249	0.1	,50994.0582299
3236303	,17	,419.682322577	,0.405418155162	0.1	,51005.7628219
3237741	,37	,843.621630684	,0.848319805511	0.1	,51029.57148
3238817	,32	,656.458949901	,0.635402561791	0.1	,51047.840827
3240055	,32	,719.740808085	,0.74207018884	0.1	,51068.6232281
3241201	,30	,687.43477869	,0.655429353552	0.1	,51088.0482349
3242324	,29	,663.557028741	,0.616424903688	0.1	,51106.984467
3243719	,38	,815.785131417	,0.829912190762	0.1	,51130.3842869
3245326	,48	,926.258252531	,0.884987355268	0.1	,51158.1070271
3246728	,36	,837.886156932	,0.813344107315	0.1	,51182.387254
3247895	,30	,684.423899435	,0.660217818273	0.1	,51202.1024449
3248614	,17	,412.524863109	,0.416005486455	0.1	,51214.8203881
3249581	,24	,566.384528235	,0.542930042262	0.1	,51230.8878081
3250942	,34	,780.168700173	,0.779474062343	0.1	,51252.648016
3251818	,23	,519.737047791	,0.517739754119	0.1	,51267.042239
3252823	,25	,575.884257734	,0.566968802326	0.1	,51283.6116431
3254187	,37	,807.385977283	,0.769331612995	0.1	,51305.743356
3255464	,33	,759.481289737	,0.752894788937	0.1	,51326.7113719
3256992	,40	,882.359462395	,0.889871399981	0.1	,51351.83197
3258139	,28	,650.787062317	,0.670160054164	0.1	,51370.1893449
3259651	,38	,865.12950933	,0.858136766965	0.1	,51394.8853271
3260800	,34	,694.791248061	,0.683367560305	0.1	,51414.313055
3262167	,36	,811.881796457	,0.803854010519	0.1	,51436.9931929
3263270	,30	,610.009040952	,0.659770758837	0.1	,51455.137217
3264366	,29	,635.287293822	,0.658690903219	0.1	,51473.760277
3265635	,33	,734.569719128	,0.765179862035	0.1	,51495.80773
3266716	,29	,642.717484772	,0.652797724346	0.1	,51513.718466
3268047	,39	,803.999511085	,0.792829792925	0.1	,51536.9589269
3269531	,41	,892.401081428	,0.874850381937	0.1	,51560.528976
3270559	,27	,608.331820786	,0.626839391451	0.1	,51578.642009
3272263	,49	,1010.13519856	,1.0579905613	0.1	,51607.0420091
3273472	,30	,695.388816938	,0.765813933147	0.1	,51628.0450771
3275027	,44	,911.18889901	,0.950092647981	0.1	,51654.787086
3276393	,38	,813.957142793	,0.839996218303	0.1	,51677.586251
3277347	,27	,561.655967504	,0.557464551006	0.1	,51693.4817801
3278457	,29	,650.991649009	,0.673200009864	0.1	,51712.207866
3279520	,28	,629.704654172	,0.646968889094	0.1	,51730.354995
3280805	,35	,757.410924777	,0.812424502787	0.1	,51751.321538
3281454	,13	,355.409537852	,0.396537949986	0.1	,51761.02438
3282551	,27	,638.982971773	,0.724309653953	0.1	,51779.4372621
3283344	,21	,482.853059575	,0.504793472348	0.1	,51793.4729979
3284304	,27	,594.803754285	,0.61498522188	0.1	,51809.2203889
3285196	,23	,537.415862411	,0.541674921929	0.1	,51824.4757099
3286440	,34	,758.732095271	,0.765303250606	0.1	,51844.984431
3287310	,23	,524.383035854	,0.523266287724	0.1	,51859.673162
3288529	,33	,712.249699697	,0.757802373148	0.1	,51879.617285
3289549	,27	,615.908122778	,0.62149251427	0.1	,51896.4550159
3290714	,31	,685.186305895	,0.679190562179	0.1	,51917.1485219
